,title,country,date_added,release_year,rating,listed_in,description,target
148,Avatar: The Last Airbender,United States,"May 15, 2020",2007,TV-Y7,"Classic & Cult TV, Kids' TV, TV Action & Adventure","Siblings Katara and Sokka wake young Aang from a long hibernation and learn he's an Avatar, whose air-bending powers can defeat the evil Fire Nation.",True
149,Awake: The Million Dollar Game,United States,"June 14, 2019",2019,TV-PG,Reality TV,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",False
150,Away,United States,"September 4, 2020",2020,TV-14,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.,False
152,B: The Beginning,Japan,"March 2, 2018",2018,TV-MA,"Anime Series, Crime TV Shows, International TV Shows","Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target.",False
153,Babies,United States,"June 19, 2020",2020,TV-14,"Docuseries, Science & Nature TV","From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",True
154,Baby,Italy,"September 16, 2020",2020,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows","Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",True
155,Baby Ballroom,United Kingdom,"July 10, 2018",2018,TV-MA,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.",True
156,Babylon Berlin,Germany,"March 1, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",A Soviet freight train's hijacking leads a haunted cop and a poor typist to uncover a political conspiracy amid the vice and glamour of 1929 Berlin.,True
157,Back Street Girls -GOKUDOLS-,Japan,"December 12, 2018",2018,TV-MA,"Anime Series, International TV Shows","To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.",False
158,Back to 1989,Taiwan,"December 1, 2016",2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies","A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",False
160,Bad Blood,Canada,"May 31, 2019",2019,TV-MA,"Crime TV Shows, TV Dramas","This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.",True
161,Bad Boy Billionaires: India,India,"October 5, 2020",2020,TV-14,"British TV Shows, Docuseries, International TV Shows","This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons.",False
162,Bad Education,United Kingdom," December 15, 2018",2014,TV-MA,"British TV Shows, TV Comedies","A history teacher at the posh Abbey Grove, Alfie Wickers is something truly special: He's his school's, if not England's, single worst educator.",True
163,Bad Guys,South Korea,"August 8, 2019",2014,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows","Reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons.",False
164,Bad Guys: Vile City,South Korea,"March 8, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows","Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",False
165,Badalte Rishton Ki Dastaan,India,"April 1, 2017",2013,TV-14,"International TV Shows, TV Dramas","When a man is killed, his wife and his lover – both of whom are pregnant with his children – come under the thumb of his brutal, dictatorial father.",False
167,BAKI,Japan,"June 4, 2020",2020,TV-MA,"Anime Series, International TV Shows","While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",True
169,Bakugan: Battle Planet,"Japan, Canada, United States","November 6, 2020",2018,TV-PG,"Anime Series, Kids' TV",Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.,False
171,Bala Loca,Chile,"April 1, 2017",2016,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A veteran journalist starting a news site about corruption in Chile stumbles on a big story when a fellow investigative reporter dies suspiciously.,False
173,Bangkok Buddies,Thailand,"November 20, 2019",2019,TV-MA,"International TV Shows, TV Comedies, TV Dramas","Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires.",False
175,Bangkok Love Stories: Innocence,Thailand,"July 31, 2019",2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district.",False
176,Bangkok Love Stories: Objects of Affection,Thailand,"July 2, 2019",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,False
177,Bangkok Love Stories: Plead,Thailand,"July 2, 2019",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.",False
178,Barbarians,Germany,"October 23, 2020",2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.",False
179,Barbie Dreamhouse Adventures,"United States, Canada","February 14, 2019",2018,TV-Y,Kids' TV,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.,True
181,Barbie Life in the Dreamhouse,"United States, Canada","July 1, 2017",2012,TV-Y,"Kids' TV, TV Comedies",Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.,False
182,Bard of Blood,India,"September 27, 2019",2019,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",False
183,Basketball or Nothing,United States,"August 2, 2019",2019,TV-PG,"Docuseries, Reality TV",Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.,False
184,Bat Pat,Italy,"December 31, 2017",2016,TV-Y,Kids' TV,"A curious and talkative bat finds spooky fun on the streets of Fogville, a town that's not as quiet as it seems, with a plucky girl and her brothers.",False
185,Bates Motel,United States,"February 20, 2018",2017,TV-MA,"Crime TV Shows, TV Dramas, TV Horror","When his father dies, Norman Bates and his mother open a hotel. But Norman's precarious mental state drives them down a dark and violent path.",True
186,Battle Creek,United States,"December 31, 2015",2015,TV-14,"Crime TV Shows, TV Comedies, TV Dramas","A polished FBI agent must team up with a cynical cop when he's dispatched to Battle Creek, Michigan, to set up an office at the local precinct.",False
187,Battlefield Recovery,United Kingdom,"August 1, 2016",2016,TV-PG,"British TV Shows, Docuseries, Reality TV",A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.,False
189,Be with Me,Taiwan,"October 1, 2016",2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas","They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",False
190,Be with You,Taiwan,"October 1, 2016",2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",False
191,Be-Be-Bears,Russia,"August 29, 2018",2018,TV-Y,Kids' TV,"Bear buddies Bucky and Bjorn play games, go on far-out adventures and learn about wondrous new things together.",False
192,Beast Legends,Canada,"February 1, 2019",2010,TV-PG,Docuseries,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.,False
193,BEASTARS,Japan,"March 13, 2020",2019,TV-MA,"Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",False
194,Beat Bugs,"Australia, Canada","July 21, 2019",2018,TV-Y,Kids' TV,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",True
195,Beating Again,South Korea,"May 22, 2017",2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love.",False
196,Beauty & the Beast,Canada,"September 19, 2016",2016,TV-14,"Crime TV Shows, Romantic TV Shows, TV Dramas",A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,True
198,Because This Is My First Life,South Korea,"January 1, 2020",2017,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",False
199,Becoming Champions,Mexico,"August 1, 2018",2018,TV-G,"Docuseries, International TV Shows",This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,False
